TaskId,App,Size,InterArrivalTimeSecs
80,mpi-migrate,6,38
81,mpi-migrate,10,0
82,mpi-migrate,10,1
83,mpi-migrate,4,12
84,mpi-migrate,6,6
85,mpi-migrate,8,22
86,mpi-migrate,12,6
87,mpi-migrate,7,28
88,mpi-migrate,5,14
89,mpi-migrate,12,10
90,mpi-migrate,7,15
91,mpi-migrate,11,8
92,mpi-migrate,5,58
93,mpi-migrate,7,1
94,mpi-migrate,9,19
95,mpi-migrate,8,5
96,mpi-migrate,3,13
97,mpi-migrate,5,3
98,mpi-migrate,13,10
99,mpi-migrate,9,5
100,mpi-migrate,12,2
101,mpi-migrate,10,4
102,mpi-migrate,10,5
103,mpi-migrate,13,5
104,mpi-migrate,4,0
105,mpi-migrate,13,6
106,mpi-migrate,12,3
107,mpi-migrate,13,1
108,mpi-migrate,15,5
109,mpi-migrate,15,11
110,mpi-migrate,6,5
111,mpi-migrate,15,2
112,mpi-migrate,9,7
113,mpi-migrate,11,32
114,mpi-migrate,14,5
115,mpi-migrate,11,5
116,mpi-migrate,6,4
117,mpi-migrate,13,7
118,mpi-migrate,15,5
119,mpi-migrate,14,4
120,mpi-migrate,3,19
121,mpi-migrate,6,14
122,mpi-migrate,14,15
123,mpi-migrate,2,8
124,mpi-migrate,14,11
125,mpi-migrate,7,1
126,mpi-migrate,15,17
127,mpi-migrate,7,10
128,mpi-migrate,13,8
129,mpi-migrate,7,21
130,mpi-migrate,15,21
131,mpi-migrate,5,8
132,mpi-migrate,15,1
133,mpi-migrate,12,7
134,mpi-migrate,11,4
135,mpi-migrate,4,50
136,mpi-migrate,7,2
137,mpi-migrate,5,11
138,mpi-migrate,13,18
139,mpi-migrate,7,1
140,mpi-migrate,2,9
141,mpi-migrate,2,11
142,mpi-migrate,5,12
143,mpi-migrate,13,0
144,mpi-migrate,12,22
145,mpi-migrate,5,11
146,mpi-migrate,3,0
147,mpi-migrate,6,8
148,mpi-migrate,13,3
149,mpi-migrate,2,15
150,mpi-migrate,9,4
151,mpi-migrate,11,1
152,mpi-migrate,4,4
153,mpi-migrate,7,15
154,mpi-migrate,2,10
155,mpi-migrate,11,16
156,mpi-migrate,15,5
157,mpi-migrate,2,4
158,mpi-migrate,12,20
159,mpi-migrate,13,7
160,mpi-migrate,12,13
161,mpi-migrate,14,5
162,mpi-migrate,10,6
163,mpi-migrate,9,4
164,mpi-migrate,5,7
165,mpi-migrate,14,2
166,mpi-migrate,12,16
167,mpi-migrate,3,1
168,mpi-migrate,6,7
169,mpi-migrate,11,1
170,mpi-migrate,7,9
171,mpi-migrate,4,1
172,mpi-migrate,2,11
173,mpi-migrate,2,8
174,mpi-migrate,5,6
175,mpi-migrate,6,8
176,mpi-migrate,5,5
177,mpi-migrate,13,0
178,mpi-migrate,13,41
179,mpi-migrate,11,14
180,mpi-migrate,11,1
181,mpi-migrate,5,4
182,mpi-migrate,8,2
183,mpi-migrate,2,4
184,mpi-migrate,9,5
185,mpi-migrate,11,14
186,mpi-migrate,14,10
187,mpi-migrate,11,4
188,mpi-migrate,13,2
189,mpi-migrate,7,8
190,mpi-migrate,3,18
191,mpi-migrate,3,12
192,mpi-migrate,5,0
193,mpi-migrate,13,29
194,mpi-migrate,7,7
195,mpi-migrate,10,0
196,mpi-migrate,13,3
197,mpi-migrate,4,1
198,mpi-migrate,10,23
199,mpi-migrate,5,0
